event,file_size,storage_mode,max_erasures,time
erasure_write,1000000,erasure_coding_rs,1,0.008728981018066406
finished,1000000,erasure_coding_rs,1,0.009680747985839844
erasure_write,1000000,erasure_coding_rs,1,0.008645772933959961
finished,1000000,erasure_coding_rs,1,0.009871959686279297
erasure_write,1000000,erasure_coding_rs,1,0.008787155151367188
finished,1000000,erasure_coding_rs,1,0.00979471206665039
erasure_write,1000000,erasure_coding_rs,1,0.00894784927368164
finished,1000000,erasure_coding_rs,1,0.009858846664428711
erasure_write,1000000,erasure_coding_rs,1,0.009578466415405273
finished,1000000,erasure_coding_rs,1,0.010806560516357422
erasure_write,1000000,erasure_coding_rs,1,0.00986790657043457
finished,1000000,erasure_coding_rs,1,0.01125788688659668
erasure_write,1000000,erasure_coding_rs,1,0.008981943130493164
finished,1000000,erasure_coding_rs,1,0.009903669357299805
erasure_write,1000000,erasure_coding_rs,1,0.008909940719604492
finished,1000000,erasure_coding_rs,1,0.009878158569335938
erasure_write,1000000,erasure_coding_rs,1,0.008590459823608398
finished,1000000,erasure_coding_rs,1,0.009576082229614258
erasure_write,1000000,erasure_coding_rs,1,0.009121894836425781
finished,1000000,erasure_coding_rs,1,0.010201692581176758
erasure_write,1000000,erasure_coding_rs,1,0.010553598403930664
finished,1000000,erasure_coding_rs,1,0.011490583419799805
erasure_write,1000000,erasure_coding_rs,1,0.010161876678466797
finished,1000000,erasure_coding_rs,1,0.01111602783203125
erasure_write,1000000,erasure_coding_rs,1,0.009907245635986328
finished,1000000,erasure_coding_rs,1,0.010840892791748047
erasure_write,1000000,erasure_coding_rs,1,0.008871793746948242
finished,1000000,erasure_coding_rs,1,0.009840726852416992
erasure_write,1000000,erasure_coding_rs,1,0.008600711822509766
finished,1000000,erasure_coding_rs,1,0.009496450424194336
erasure_write,1000000,erasure_coding_rs,1,0.00900578498840332
finished,1000000,erasure_coding_rs,1,0.009922027587890625
erasure_write,1000000,erasure_coding_rs,1,0.00866389274597168
finished,1000000,erasure_coding_rs,1,0.009578943252563477
erasure_write,1000000,erasure_coding_rs,1,0.009455442428588867
finished,1000000,erasure_coding_rs,1,0.010373115539550781
erasure_write,1000000,erasure_coding_rs,1,0.009457111358642578
finished,1000000,erasure_coding_rs,1,0.010521888732910156
erasure_write,1000000,erasure_coding_rs,1,0.009856700897216797
finished,1000000,erasure_coding_rs,1,0.010980367660522461
erasure_write,1000000,erasure_coding_rs,1,0.009655952453613281
finished,1000000,erasure_coding_rs,1,0.010998010635375977
erasure_write,1000000,erasure_coding_rs,1,0.009233474731445312
finished,1000000,erasure_coding_rs,1,0.010239839553833008
erasure_write,1000000,erasure_coding_rs,1,0.008735418319702148
finished,1000000,erasure_coding_rs,1,0.00963592529296875
erasure_write,1000000,erasure_coding_rs,1,0.00880885124206543
finished,1000000,erasure_coding_rs,1,0.009743452072143555
erasure_write,1000000,erasure_coding_rs,1,0.009463787078857422
finished,1000000,erasure_coding_rs,1,0.01036977767944336
erasure_write,1000000,erasure_coding_rs,1,0.008928775787353516
finished,1000000,erasure_coding_rs,1,0.00997018814086914
erasure_write,1000000,erasure_coding_rs,1,0.008853673934936523
finished,1000000,erasure_coding_rs,1,0.00977635383605957
erasure_write,1000000,erasure_coding_rs,1,0.008940458297729492
finished,1000000,erasure_coding_rs,1,0.009851694107055664
erasure_write,1000000,erasure_coding_rs,1,0.008794307708740234
finished,1000000,erasure_coding_rs,1,0.009706497192382812
erasure_write,1000000,erasure_coding_rs,1,0.010557413101196289
finished,1000000,erasure_coding_rs,1,0.011548519134521484
erasure_write,1000000,erasure_coding_rs,1,0.010024547576904297
finished,1000000,erasure_coding_rs,1,0.010994434356689453
erasure_write,1000000,erasure_coding_rs,1,0.00911569595336914
finished,1000000,erasure_coding_rs,1,0.010434389114379883
erasure_write,1000000,erasure_coding_rs,1,0.00844120979309082
finished,1000000,erasure_coding_rs,1,0.009380817413330078
erasure_write,1000000,erasure_coding_rs,1,0.008727073669433594
finished,1000000,erasure_coding_rs,1,0.009699344635009766
erasure_write,1000000,erasure_coding_rs,1,0.008527755737304688
finished,1000000,erasure_coding_rs,1,0.009512662887573242
erasure_write,1000000,erasure_coding_rs,1,0.008585453033447266
finished,1000000,erasure_coding_rs,1,0.00951695442199707
erasure_write,10000000,erasure_coding_rs,1,0.060875654220581055
finished,10000000,erasure_coding_rs,1,0.061798810958862305
erasure_write,10000000,erasure_coding_rs,1,0.052284955978393555
finished,10000000,erasure_coding_rs,1,0.05321145057678223
erasure_write,10000000,erasure_coding_rs,1,0.04988408088684082
finished,10000000,erasure_coding_rs,1,0.05085444450378418
erasure_write,10000000,erasure_coding_rs,1,0.04835844039916992
finished,10000000,erasure_coding_rs,1,0.04935717582702637
erasure_write,10000000,erasure_coding_rs,1,0.05193662643432617
finished,10000000,erasure_coding_rs,1,0.05297088623046875
erasure_write,10000000,erasure_coding_rs,1,0.049463510513305664
finished,10000000,erasure_coding_rs,1,0.05046653747558594
erasure_write,10000000,erasure_coding_rs,1,0.05399966239929199
finished,10000000,erasure_coding_rs,1,0.05501294136047363
erasure_write,10000000,erasure_coding_rs,1,0.049794673919677734
finished,10000000,erasure_coding_rs,1,0.05075645446777344
erasure_write,10000000,erasure_coding_rs,1,0.04870104789733887
finished,10000000,erasure_coding_rs,1,0.049619197845458984
erasure_write,10000000,erasure_coding_rs,1,0.04891657829284668
finished,10000000,erasure_coding_rs,1,0.04988574981689453
erasure_write,10000000,erasure_coding_rs,1,0.04811859130859375
finished,10000000,erasure_coding_rs,1,0.049065589904785156
erasure_write,10000000,erasure_coding_rs,1,0.05091428756713867
finished,10000000,erasure_coding_rs,1,0.05213809013366699
erasure_write,10000000,erasure_coding_rs,1,0.04919266700744629
finished,10000000,erasure_coding_rs,1,0.050209760665893555
erasure_write,10000000,erasure_coding_rs,1,0.05293393135070801
finished,10000000,erasure_coding_rs,1,0.053885698318481445
erasure_write,10000000,erasure_coding_rs,1,0.047667741775512695
finished,10000000,erasure_coding_rs,1,0.04866313934326172
erasure_write,10000000,erasure_coding_rs,1,0.049001216888427734
finished,10000000,erasure_coding_rs,1,0.04993247985839844
erasure_write,10000000,erasure_coding_rs,1,0.08645200729370117
finished,10000000,erasure_coding_rs,1,0.08761167526245117
erasure_write,10000000,erasure_coding_rs,1,0.053624629974365234
finished,10000000,erasure_coding_rs,1,0.0545353889465332
erasure_write,10000000,erasure_coding_rs,1,0.051839590072631836
finished,10000000,erasure_coding_rs,1,0.05282902717590332
erasure_write,10000000,erasure_coding_rs,1,0.05189633369445801
finished,10000000,erasure_coding_rs,1,0.05285286903381348
erasure_write,10000000,erasure_coding_rs,1,0.04930567741394043
finished,10000000,erasure_coding_rs,1,0.050229787826538086
erasure_write,10000000,erasure_coding_rs,1,0.05054354667663574
finished,10000000,erasure_coding_rs,1,0.051486968994140625
erasure_write,10000000,erasure_coding_rs,1,0.05039262771606445
finished,10000000,erasure_coding_rs,1,0.05137014389038086
erasure_write,10000000,erasure_coding_rs,1,0.051328182220458984
finished,10000000,erasure_coding_rs,1,0.05229830741882324
erasure_write,10000000,erasure_coding_rs,1,0.05098772048950195
finished,10000000,erasure_coding_rs,1,0.05219721794128418
erasure_write,10000000,erasure_coding_rs,1,0.0496516227722168
finished,10000000,erasure_coding_rs,1,0.05062747001647949
erasure_write,10000000,erasure_coding_rs,1,0.05427861213684082
finished,10000000,erasure_coding_rs,1,0.05540633201599121
erasure_write,10000000,erasure_coding_rs,1,0.04841876029968262
finished,10000000,erasure_coding_rs,1,0.04943227767944336
erasure_write,10000000,erasure_coding_rs,1,0.04688096046447754
finished,10000000,erasure_coding_rs,1,0.04787778854370117
erasure_write,10000000,erasure_coding_rs,1,0.048680782318115234
finished,10000000,erasure_coding_rs,1,0.0496060848236084
erasure_write,10000000,erasure_coding_rs,1,0.048421621322631836
finished,10000000,erasure_coding_rs,1,0.049468040466308594
erasure_write,10000000,erasure_coding_rs,1,0.04941964149475098
finished,10000000,erasure_coding_rs,1,0.05046224594116211
erasure_write,10000000,erasure_coding_rs,1,0.05176568031311035
finished,10000000,erasure_coding_rs,1,0.05275130271911621
erasure_write,10000000,erasure_coding_rs,1,0.05410289764404297
finished,10000000,erasure_coding_rs,1,0.05500006675720215
erasure_write,10000000,erasure_coding_rs,1,0.04836893081665039
finished,10000000,erasure_coding_rs,1,0.04927706718444824
erasure_write,10000000,erasure_coding_rs,1,0.04882049560546875
finished,10000000,erasure_coding_rs,1,0.04978346824645996
erasure_write,10000000,erasure_coding_rs,1,0.04783797264099121
finished,10000000,erasure_coding_rs,1,0.04881620407104492
erasure_write,10000000,erasure_coding_rs,1,0.05000948905944824
finished,10000000,erasure_coding_rs,1,0.051010847091674805
erasure_write,10000000,erasure_coding_rs,1,0.04893350601196289
finished,10000000,erasure_coding_rs,1,0.049880266189575195
erasure_write,10000000,erasure_coding_rs,1,0.05112814903259277
finished,10000000,erasure_coding_rs,1,0.052045583724975586
erasure_write,10000000,erasure_coding_rs,1,0.04938244819641113
finished,10000000,erasure_coding_rs,1,0.05062460899353027
erasure_write,10000000,erasure_coding_rs,1,0.049208641052246094
finished,10000000,erasure_coding_rs,1,0.05018925666809082
erasure_write,10000000,erasure_coding_rs,1,0.04849576950073242
finished,10000000,erasure_coding_rs,1,0.04942798614501953
erasure_write,10000000,erasure_coding_rs,1,0.04900550842285156
finished,10000000,erasure_coding_rs,1,0.050005435943603516
erasure_write,10000000,erasure_coding_rs,1,0.04822134971618652
finished,10000000,erasure_coding_rs,1,0.04921555519104004
erasure_write,10000000,erasure_coding_rs,1,0.048467159271240234
finished,10000000,erasure_coding_rs,1,0.049477338790893555
erasure_write,10000000,erasure_coding_rs,1,0.04958176612854004
finished,10000000,erasure_coding_rs,1,0.05051255226135254
erasure_write,10000000,erasure_coding_rs,1,0.04938364028930664
finished,10000000,erasure_coding_rs,1,0.05039358139038086
erasure_write,10000000,erasure_coding_rs,1,0.04757881164550781
finished,10000000,erasure_coding_rs,1,0.04857134819030762
erasure_write,10000000,erasure_coding_rs,1,0.048540592193603516
finished,10000000,erasure_coding_rs,1,0.04948854446411133
erasure_write,100000000,erasure_coding_rs,1,0.6023733615875244
finished,100000000,erasure_coding_rs,1,0.6034035682678223
erasure_write,100000000,erasure_coding_rs,1,0.6430180072784424
finished,100000000,erasure_coding_rs,1,0.6440210342407227
erasure_write,100000000,erasure_coding_rs,1,0.6319100856781006
finished,100000000,erasure_coding_rs,1,0.6329083442687988
erasure_write,100000000,erasure_coding_rs,1,0.7248690128326416
finished,100000000,erasure_coding_rs,1,0.7258119583129883
erasure_write,100000000,erasure_coding_rs,1,0.6362447738647461
finished,100000000,erasure_coding_rs,1,0.6372818946838379
erasure_write,100000000,erasure_coding_rs,1,0.6349406242370605
finished,100000000,erasure_coding_rs,1,0.635958194732666
erasure_write,100000000,erasure_coding_rs,1,0.725569486618042
finished,100000000,erasure_coding_rs,1,0.7275364398956299
erasure_write,100000000,erasure_coding_rs,1,0.6237661838531494
finished,100000000,erasure_coding_rs,1,0.6250002384185791
erasure_write,100000000,erasure_coding_rs,1,0.6415705680847168
finished,100000000,erasure_coding_rs,1,0.6425893306732178
erasure_write,100000000,erasure_coding_rs,1,0.6312768459320068
finished,100000000,erasure_coding_rs,1,0.6322813034057617
erasure_write,100000000,erasure_coding_rs,1,0.6692924499511719
finished,100000000,erasure_coding_rs,1,0.6702113151550293
erasure_write,100000000,erasure_coding_rs,1,0.6216626167297363
finished,100000000,erasure_coding_rs,1,0.6226000785827637
erasure_write,100000000,erasure_coding_rs,1,0.616159200668335
finished,100000000,erasure_coding_rs,1,0.617300271987915
erasure_write,100000000,erasure_coding_rs,1,0.6551556587219238
finished,100000000,erasure_coding_rs,1,0.656104326248169
erasure_write,100000000,erasure_coding_rs,1,0.6359150409698486
finished,100000000,erasure_coding_rs,1,0.6369340419769287
erasure_write,100000000,erasure_coding_rs,1,0.6315584182739258
finished,100000000,erasure_coding_rs,1,0.6325769424438477
erasure_write,100000000,erasure_coding_rs,1,0.6273062229156494
finished,100000000,erasure_coding_rs,1,0.6282992362976074
erasure_write,100000000,erasure_coding_rs,1,0.6297938823699951
finished,100000000,erasure_coding_rs,1,0.6308023929595947
erasure_write,100000000,erasure_coding_rs,1,0.6220893859863281
finished,100000000,erasure_coding_rs,1,0.6230907440185547
erasure_write,100000000,erasure_coding_rs,1,0.6192781925201416
finished,100000000,erasure_coding_rs,1,0.6202337741851807
erasure_write,100000000,erasure_coding_rs,1,0.6338245868682861
finished,100000000,erasure_coding_rs,1,0.6348083019256592
erasure_write,100000000,erasure_coding_rs,1,0.6483602523803711
finished,100000000,erasure_coding_rs,1,0.6492948532104492
erasure_write,100000000,erasure_coding_rs,1,0.6107099056243896
finished,100000000,erasure_coding_rs,1,0.6120359897613525
erasure_write,100000000,erasure_coding_rs,1,0.6669480800628662
finished,100000000,erasure_coding_rs,1,0.6678829193115234
erasure_write,100000000,erasure_coding_rs,1,0.6146037578582764
finished,100000000,erasure_coding_rs,1,0.6155307292938232
erasure_write,100000000,erasure_coding_rs,1,0.6179294586181641
finished,100000000,erasure_coding_rs,1,0.6189484596252441
erasure_write,100000000,erasure_coding_rs,1,0.6225235462188721
finished,100000000,erasure_coding_rs,1,0.6235120296478271
erasure_write,100000000,erasure_coding_rs,1,0.633953332901001
finished,100000000,erasure_coding_rs,1,0.6349449157714844
erasure_write,100000000,erasure_coding_rs,1,0.6441082954406738
finished,100000000,erasure_coding_rs,1,0.6451129913330078
erasure_write,100000000,erasure_coding_rs,1,0.6211638450622559
finished,100000000,erasure_coding_rs,1,0.6221275329589844
erasure_write,100000000,erasure_coding_rs,1,0.6167106628417969
finished,100000000,erasure_coding_rs,1,0.617729663848877
erasure_write,100000000,erasure_coding_rs,1,0.6433382034301758
finished,100000000,erasure_coding_rs,1,0.6443436145782471
erasure_write,100000000,erasure_coding_rs,1,0.6297881603240967
finished,100000000,erasure_coding_rs,1,0.6307814121246338
erasure_write,100000000,erasure_coding_rs,1,0.6347002983093262
finished,100000000,erasure_coding_rs,1,0.6357088088989258
erasure_write,100000000,erasure_coding_rs,1,0.6366322040557861
finished,100000000,erasure_coding_rs,1,0.6376533508300781
erasure_write,100000000,erasure_coding_rs,1,0.671025276184082
finished,100000000,erasure_coding_rs,1,0.6720609664916992
erasure_write,100000000,erasure_coding_rs,1,0.6397039890289307
finished,100000000,erasure_coding_rs,1,0.6406714916229248
erasure_write,100000000,erasure_coding_rs,1,0.6385512351989746
finished,100000000,erasure_coding_rs,1,0.6395571231842041
erasure_write,100000000,erasure_coding_rs,1,0.6408426761627197
finished,100000000,erasure_coding_rs,1,0.6421067714691162
