id,file_size,write_time,write_status_code,read_time,read_status_code,storage_mode,max_erasures
61b766305396d79fb692329b,10KB,0.015424728393554688,201,0.006461381912231445,200,erasure_coding_rs,1
61b766305396d79fb692329c,10KB,0.01691460609436035,201,0.007386445999145508,200,erasure_coding_rs,1
61b766305396d79fb692329d,10KB,0.011949300765991211,201,0.006909847259521484,200,erasure_coding_rs,1
61b766305396d79fb692329e,10KB,0.012401819229125977,201,0.005689382553100586,200,erasure_coding_rs,1
61b766305396d79fb692329f,10KB,0.010062456130981445,201,0.007477283477783203,200,erasure_coding_rs,1
61b766305396d79fb69232a0,10KB,0.009899377822875977,201,0.0058476924896240234,200,erasure_coding_rs,1
61b766305396d79fb69232a1,10KB,0.010080337524414062,201,0.0063724517822265625,200,erasure_coding_rs,1
61b766305396d79fb69232a2,10KB,0.010426759719848633,201,0.005867958068847656,200,erasure_coding_rs,1
61b766305396d79fb69232a3,10KB,0.010531187057495117,201,0.005882740020751953,200,erasure_coding_rs,1
61b766305396d79fb69232a4,10KB,0.01038813591003418,201,0.005744218826293945,200,erasure_coding_rs,1
61b766305396d79fb69232a5,10KB,0.011569023132324219,201,0.005508899688720703,200,erasure_coding_rs,1
61b766305396d79fb69232a6,10KB,0.010401725769042969,201,0.006297588348388672,200,erasure_coding_rs,1
61b766305396d79fb69232a7,10KB,0.012502431869506836,201,0.006191730499267578,200,erasure_coding_rs,1
61b766305396d79fb69232a8,10KB,0.010611534118652344,201,0.0056455135345458984,200,erasure_coding_rs,1
61b766305396d79fb69232a9,10KB,0.01068568229675293,201,0.006208658218383789,200,erasure_coding_rs,1
61b766305396d79fb69232aa,10KB,0.015062570571899414,201,0.013363122940063477,200,erasure_coding_rs,1
61b766305396d79fb69232ab,10KB,0.015807390213012695,201,0.007385969161987305,200,erasure_coding_rs,1
61b766305396d79fb69232ac,10KB,0.01082611083984375,201,0.0055332183837890625,200,erasure_coding_rs,1
61b766305396d79fb69232ad,10KB,0.011181116104125977,201,0.005972623825073242,200,erasure_coding_rs,1
61b766305396d79fb69232ae,10KB,0.010155916213989258,201,0.007685184478759766,200,erasure_coding_rs,1
61b766305396d79fb69232af,10KB,0.010953664779663086,201,0.005349397659301758,200,erasure_coding_rs,1
61b766305396d79fb69232b0,10KB,0.009697914123535156,201,0.005784273147583008,200,erasure_coding_rs,1
61b766305396d79fb69232b1,10KB,0.010128974914550781,201,0.00628352165222168,200,erasure_coding_rs,1
61b766305396d79fb69232b2,10KB,0.009672164916992188,201,0.0054471492767333984,200,erasure_coding_rs,1
61b766305396d79fb69232b3,10KB,0.010435819625854492,201,0.0057146549224853516,200,erasure_coding_rs,1
61b766305396d79fb69232b4,10KB,0.010113954544067383,201,0.005483388900756836,200,erasure_coding_rs,1
61b766305396d79fb69232b5,10KB,0.011358261108398438,201,0.005858421325683594,200,erasure_coding_rs,1
61b766305396d79fb69232b6,10KB,0.010398387908935547,201,0.006821870803833008,200,erasure_coding_rs,1
61b766305396d79fb69232b7,10KB,0.00988006591796875,201,0.005357980728149414,200,erasure_coding_rs,1
61b766305396d79fb69232b8,10KB,0.009637594223022461,201,0.006466388702392578,200,erasure_coding_rs,1
61b766305396d79fb69232b9,10KB,0.009985685348510742,201,0.005914926528930664,200,erasure_coding_rs,1
61b766305396d79fb69232ba,10KB,0.010441303253173828,201,0.006266117095947266,200,erasure_coding_rs,1
61b766305396d79fb69232bb,10KB,0.009665250778198242,201,0.005336284637451172,200,erasure_coding_rs,1
61b766305396d79fb69232bc,10KB,0.011525869369506836,201,0.006630659103393555,200,erasure_coding_rs,1
61b766305396d79fb69232bd,10KB,0.010816812515258789,201,0.005544185638427734,200,erasure_coding_rs,1
61b766305396d79fb69232be,10KB,0.012910604476928711,201,0.0072863101959228516,200,erasure_coding_rs,1
61b766305396d79fb69232bf,10KB,0.012492895126342773,201,0.007993221282958984,200,erasure_coding_rs,1
61b766305396d79fb69232c0,10KB,0.010296106338500977,201,0.006493330001831055,200,erasure_coding_rs,1
61b766305396d79fb69232c1,10KB,0.009903430938720703,201,0.0076351165771484375,200,erasure_coding_rs,1
61b766305396d79fb69232c2,10KB,0.010243892669677734,201,0.006245136260986328,200,erasure_coding_rs,1
61b766305396d79fb69232c3,10KB,0.010251283645629883,201,0.0054666996002197266,200,erasure_coding_rs,1
61b766305396d79fb69232c4,10KB,0.009652137756347656,201,0.005303382873535156,200,erasure_coding_rs,1
61b766305396d79fb69232c5,10KB,0.010443449020385742,201,0.0059130191802978516,200,erasure_coding_rs,1
61b766305396d79fb69232c6,10KB,0.009549617767333984,201,0.007178306579589844,200,erasure_coding_rs,1
61b766305396d79fb69232c7,10KB,0.011488676071166992,201,0.0077762603759765625,200,erasure_coding_rs,1
61b766305396d79fb69232c8,10KB,0.009723663330078125,201,0.0060291290283203125,200,erasure_coding_rs,1
61b766305396d79fb69232c9,10KB,0.012056827545166016,201,0.005526304244995117,200,erasure_coding_rs,1
61b766305396d79fb69232ca,10KB,0.011077880859375,201,0.006181001663208008,200,erasure_coding_rs,1
61b766305396d79fb69232cb,10KB,0.010204315185546875,201,0.0065975189208984375,200,erasure_coding_rs,1
61b766305396d79fb69232cc,10KB,0.009746789932250977,201,0.006179332733154297,200,erasure_coding_rs,1
61b766305396d79fb69232cd,100KB,0.010640859603881836,201,0.005617856979370117,200,erasure_coding_rs,1
61b766305396d79fb69232ce,100KB,0.011860132217407227,201,0.00787210464477539,200,erasure_coding_rs,1
61b766305396d79fb69232cf,100KB,0.010560989379882812,201,0.0058820247650146484,200,erasure_coding_rs,1
61b766305396d79fb69232d0,100KB,0.011118650436401367,201,0.006136655807495117,200,erasure_coding_rs,1
61b766305396d79fb69232d1,100KB,0.010419607162475586,201,0.006066322326660156,200,erasure_coding_rs,1
61b766305396d79fb69232d2,100KB,0.011996746063232422,201,0.005913257598876953,200,erasure_coding_rs,1
61b766305396d79fb69232d3,100KB,0.010533332824707031,201,0.006485939025878906,200,erasure_coding_rs,1
61b766315396d79fb69232d4,100KB,0.010281562805175781,201,0.005833864212036133,200,erasure_coding_rs,1
61b766315396d79fb69232d5,100KB,0.010284423828125,201,0.006394147872924805,200,erasure_coding_rs,1
61b766315396d79fb69232d6,100KB,0.011016130447387695,201,0.005517482757568359,200,erasure_coding_rs,1
61b766315396d79fb69232d7,100KB,0.01042032241821289,201,0.0060541629791259766,200,erasure_coding_rs,1
61b766315396d79fb69232d8,100KB,0.011231422424316406,201,0.007105112075805664,200,erasure_coding_rs,1
61b766315396d79fb69232d9,100KB,0.01122736930847168,201,0.005624294281005859,200,erasure_coding_rs,1
61b766315396d79fb69232da,100KB,0.010677814483642578,201,0.005681753158569336,200,erasure_coding_rs,1
61b766315396d79fb69232db,100KB,0.011099815368652344,201,0.005593538284301758,200,erasure_coding_rs,1
61b766315396d79fb69232dc,100KB,0.01028585433959961,201,0.005835056304931641,200,erasure_coding_rs,1
61b766315396d79fb69232dd,100KB,0.011075496673583984,201,0.005729198455810547,200,erasure_coding_rs,1
61b766315396d79fb69232de,100KB,0.011343955993652344,201,0.00617218017578125,200,erasure_coding_rs,1
61b766315396d79fb69232df,100KB,0.010702133178710938,201,0.0058879852294921875,200,erasure_coding_rs,1
61b766315396d79fb69232e0,100KB,0.011715888977050781,201,0.006270885467529297,200,erasure_coding_rs,1
61b766315396d79fb69232e1,100KB,0.010523557662963867,201,0.005758047103881836,200,erasure_coding_rs,1
61b766315396d79fb69232e2,100KB,0.011584758758544922,201,0.0061228275299072266,200,erasure_coding_rs,1
61b766315396d79fb69232e3,100KB,0.01042795181274414,201,0.005921602249145508,200,erasure_coding_rs,1
61b766315396d79fb69232e4,100KB,0.014717578887939453,201,0.007972002029418945,200,erasure_coding_rs,1
61b766315396d79fb69232e5,100KB,0.01488637924194336,201,0.006903171539306641,200,erasure_coding_rs,1
61b766315396d79fb69232e6,100KB,0.010376453399658203,201,0.005770206451416016,200,erasure_coding_rs,1
61b766315396d79fb69232e7,100KB,0.01239919662475586,201,0.006253957748413086,200,erasure_coding_rs,1
